0.3016851 0.0440902 0.8538240 0.6895004 0.9300325 3.046 -1.1391980
0.3309760 0.0546823 0.7192845 0.6299374 0.9823038 3.046 -0.7647829
0.2608467 0.0426857 0.8510273 0.7228562 0.9704725 3.046 -1.0833560
0.3293478 0.0507697 0.8581189 0.6621955 0.9754183 3.046 -0.9824886
0.2666688 0.0414781 0.8887367 0.7420830 0.9544018 3.046 -1.2215810
0.2937224 0.0426744 0.9129306 0.7152358 0.9541059 3.046 -1.2899010
0.2828675 0.0460358 0.7682739 0.6860432 0.9603143 3.046 -0.9692914
0.2914723 0.0522637 0.7335818 0.6666885 0.9873686 3.046 -0.7878830
0.3053708 0.0514341 0.6915643 0.6584599 0.9571653 3.046 -0.7959591
0.2812288 0.0419971 0.8902420 0.7266959 0.9311599 3.046 -1.2355590
0.3230308 0.0489009 0.8304276 0.6703401 0.9609945 3.046 -0.9954346
0.2684159 0.0410783 0.8508056 0.7215313 0.9628348 3.046 -1.1605490
0.3134280 0.0524278 0.7777957 0.6519518 0.9897832 3.046 -0.8273852
0.3295842 0.0540779 0.7759568 0.6407216 0.9763257 3.046 -0.7922471
0.2686494 0.0393986 0.9986873 0.7479261 0.9710729 3.046 -1.3703500
0.2921350 0.0495622 0.7319315 0.6736219 0.9764701 3.046 -0.8901921
0.2729502 0.0447777 0.8348669 0.7090721 0.9693750 3.046 -0.9986879
0.3420203 0.0565332 0.7140871 0.6208498 0.9500370 3.046 -0.7448834
0.3066845 0.0505133 0.8307625 0.6787471 0.9700309 3.046 -0.9340560
0.2826314 0.0453127 0.8489078 0.7103927 0.9548746 3.046 -1.0352110
0.3248743 0.0555627 0.7395464 0.6450172 0.9668968 3.046 -0.7424123
0.3109744 0.0496753 0.8472509 0.6827622 0.9754329 3.046 -1.0248980
0.2767386 0.0397282 0.9232114 0.7327132 0.9369286 3.046 -1.2997950
0.3548849 0.0563891 0.7698819 0.6274818 0.9649823 3.046 -0.7964633
0.2691988 0.0418124 0.9378623 0.7385640 0.9662073 3.046 -1.2437140
0.3668427 0.0601736 0.7275254 0.6156746 0.9653718 3.046 -0.7543212
0.2951197 0.0452918 0.8305510 0.6932830 0.9629466 3.046 -1.0624070
0.3372885 0.0591960 0.6865864 0.6247385 0.9592352 3.046 -0.6548324
0.3238682 0.0512104 0.7947667 0.6548457 0.9367354 3.046 -0.9406083
0.3159367 0.0452185 0.8750508 0.6790530 0.9348718 3.046 -1.0960480
0.3256144 0.0527477 0.7350578 0.6461942 0.9563898 3.046 -0.8703522
0.2975896 0.0454934 0.8904888 0.6979006 0.9769342 3.046 -1.1386220
0.3187218 0.0582833 0.6466325 0.6333729 0.9835354 3.046 -0.6612194
0.3144139 0.0518611 0.7435640 0.6611561 0.9823772 3.046 -0.8656196
0.3079777 0.0441020 0.9055618 0.7012405 0.9413438 3.046 -1.2221700
0.2862875 0.0397963 0.9785979 0.7323189 0.9622672 3.046 -1.3497420
0.3409013 0.0577689 0.7379684 0.6377189 0.9628605 3.046 -0.7619610
0.2725738 0.0453402 0.8250021 0.7054661 0.9730763 3.046 -1.0425550
0.2529504 0.0396626 0.8858692 0.7451871 0.9507121 3.046 -1.1961580
0.2742443 0.0424027 0.8814373 0.7186920 0.9532488 3.046 -1.1608240
