1.000000000000000056e-01 1.314628964140213441e+02
2.035557957066574386e-01 6.905476819402370836e+01
4.143496196577046153e-01 3.006817055409228345e+01
8.434326653017495401e-01 1.423457109666712839e+01
1.716856073104845004e+00 7.449404582314513412e+00
3.494760040746639262e+00 2.831835078383310389e+00
7.113786608980130488e+00 8.294664705189208620e-01
1.448052493678314789e+01 1.987598700103014870e-01
2.947594775756988739e+01 3.058505397871136636e-02
1.000000000000000056e-01 1.604531215563973205e+02
2.035557957066574386e-01 9.352351117990302498e+01
4.143496196577046153e-01 4.315559300409560706e+01
8.434326653017495401e-01 1.611676607405800610e+01
1.716856073104845004e+00 4.684657865775283092e+00
3.494760040746639262e+00 6.838663003107513516e-01
7.113786608980130488e+00 -2.070323141175181569e-01
1.448052493678314789e+01 -1.256392277819838865e-01
2.947594775756988739e+01 -3.799803345739209692e-02
1.000000000000000056e-01 1.223464138071614343e+03
2.035557957066574386e-01 5.912329867131436458e+02
4.143496196577046153e-01 2.294735992791894432e+02
8.434326653017495401e-01 1.123275597927509040e+02
1.716856073104845004e+00 6.705633928233115171e+01
3.494760040746639262e+00 3.928793785712311859e+01
7.113786608980130488e+00 2.059226878500695079e+01
1.448052493678314789e+01 8.665649109246587045e+00
2.947594775756988739e+01 2.483327377938593372e+00
